Name,Id,DisplayName,Description,StartMsg,EndMsg,TimeLimit,OwnerType,Icon,StlKey
quest_120,120,Dreadful Book,"Harin asks you to steal Dreadful Book Vol.2 from Bellia during the night. Bellia has bad eyesight, so you probably won't get caught if you're careful.",,,0,0,81,LQUE0120
quest_121,121,Banned Recipe,Harin says that she'll need Five-Color Scales to make the secret medicine. Hunt Aqua Warriors to get these Five-Color Scales.,,,0,0,81,LQUE0121
quest_122,122,Resurrection,You finally have the secret medicine! But there's something suspicious about being asked to sprinkle it around the pyramid in the El Verloon Desert to revive Alex…,,,0,0,81,LQUE0122
quest_123,123,Resurrection,The hideous monster that appeared after sprinkling the Resurrection Medicine was carrying a small necklace and an emblem that's similar to the one you found while investigating the incident involving the cursed mushrooms. You'd better show these to Harin.,,,0,0,81,LQUE0123
quest_124,124,Magic of Anima Lake,"You must confront Shroon, possibly the mastermind of this entire plot, who is in the Shrine in Anima Lake which is North of Junon Polis.",,,0,0,81,LQUE0124
quest_125,125,Falsehoods,Shroon has denied any knowledge about Alex. You better let Harin know about this.,,,0,0,81,LQUE0125
quest_126,126,Falsehoods,"Harin says that Shroon is still continuing to research dark magic. She asks you to deliver a letter to Bellia, who might be able to deal with Shroon.",,,0,0,81,LQUE0126
quest_127,127,The Owl Eye,"With a background in alchemy, Bellia is taking a very methodical approach in dealing with Shroon. To learn Shroon's secrets, Bellia asks you ",,,0,0,81,LQUE0127
quest_128,128,The Owl Eye,"Now that you've brought the Gold Fragments, you need fruit from Guardian Trees to complete the Owl Eye. Go to the Forest of Wisdom and get 10 fruit from the Guardian Trees.",,,0,0,81,LQUE0128
quest_129,129,The Owl Eye,"Now that you've got the completed Owl Eye, you need to hide it someplace where it can watch Shroon. Be careful: If you're caught, all your efforts will be for nothing!",,,0,0,81,LQUE0129
quest_130,130,Eva the Sorcerer,"Bellia realizes the power of Shroon's magic and recommends that you get Eva to help you. Hopefully, you can persuade Eva, a woman who abandoned magic and is now living as a Guide, to help you.",,,0,0,81,LQUE0130
quest_131,131,Eva the Sorcerer,"Something seems to be blocking the power of the Owl Eye. You need for get 20 Flames of Courage from Kaiman Warriors, and 5 Flames of Passion from Grunter Kings, to penetrate the darkness that's interfering with the Owl Eye.",,,0,0,81,LQUE0131
quest_132,132,Forbidden Spell,"Eva believes that Shroon may be trying to contract with a demon which may present a dangerous scenario. While Eva looks into other ways to deal with Shroon, you've got to try to convince Shroon to cancel this contract.",,,0,0,81,LQUE0132
quest_133,133,Forbidden Spell,"In the end, you weren't able to dissuade the stubborn Shroon. You'd better meet with Eva and see how she's doing.",,,0,0,81,LQUE0133
quest_134,134,The Scheme,"Surprisingly, Eva understands Shroon's plans and you now know that Shroon's secret is in the Pyramid in El Verloon Desert. But since Shroon protected that area with a barrier, you'll need 15 Bottles of Odorous Sweat. Be careful, they smell terrible!",,,0,0,81,LQUE0134
quest_135,135,The Scheme,Eva placed a spell on the Odorous Sweat so that even the dead can smell it. Hurry and sprinkle it around the Pyramid before Shroon notices.,,,0,0,81,LQUE0135
quest_136,136,The Scheme,"Eva says that the Red Heart is the medium for Shroon's spell. While Eva deals with the spell, you've got to try to talk to Shroon again.",,,0,0,81,LQUE0136
quest_137,137,The Road to Justice,"Shroon seems angered that you've foiled his plans. Although you've won this time, who knows what Shroon may do in the future. For now, you'd better meet Eva.",,,0,0,81,LQUE0137
quest_138,138,The Road to Justice,Eva will be using the Owl Eye to watch Shroon from now on. You should return to Harin so you can tell her everything that happened.,,,0,0,81,LQUE0138
quest_139,139,Punwell in Windmill Village,"Harin heard everything about Shroon, and has now asked you to help Punwell in the Windmill Village.",,,0,0,81,LQUE0139
quest_140,140,The Zeppastone Wind Gem,"Punwell says that the Zeppastone Wind Gem is necessary for the prosperity of the Windmill Village. All you know is that the Zeppastone should be in a dark, enclosed place.",,,0,0,81,LQUE0140
quest_141,141,The Prince of Akram,"After recovering the Zeppastone, you hear about the runaway Prince of Akram. You should try to talk to Odelo, a Guard in Junon Polis, to learn more.",,,0,0,81,LQUE0141
quest_142,142,The Search for the Prince,Odelo said that the only trace of the Prince is a Golden Dagger kept by Gallahad in Kenji's Beach.,,,0,0,81,LQUE0142
quest_143,143,The Ominous Kenji Stone,"Gallahad suggests that you investigate the area around the Kenji Stone. Find out what you can over there, and return to Gallahad.",,,0,0,81,LQUE0143
quest_144,144,The Truth of the Golden Dagger,"To find out the truth about the Golden Dagger, you should talk to Lutis, who is in the Valley of Luxem Tower.",,,0,0,81,LQUE0144
quest_145,145,Information on Lunar,"Lutis started babbling about Luna, but maybe you should visit that planet someday. Now you need to speak to Winters, a Guard in Junon Polis, to continue your search for information on the Golden Dagger.",,,0,0,81,LQUE0145
quest_146,146,The Truth of the Golden Dagger (2),"You should ask Winters, a Soldier in Junon Polis, about the Golden Dagger.",,,0,0,81,LQUE0146
quest_147,147,"Pavrick, the Craftsman on Lunar","Winters recommended that you see Pavrick, the best craftsman in Luna, to check the Golden Dagger's authenticity. You must ask Alphonso to guide you to Luna. ",,,0,0,81,LQUE0147
quest_148,148,The Royal Golden Dagger,"Pavrick confirmed that the Golden Dagger really did belong to the royal family. Hence, the warrior who saved Kenji's Beach was really the Prince. But where is he now? First, you need to return the Golden Dagger to Gallahad.",,,0,0,81,LQUE0148
quest_149,149,An Interesting Proposal,"Gallahad told you that Kay, in the Forest of Wisdom, has an interesting proposal for Visitors and that you should visit him. What ever could this proposal be?",,,0,0,81,LQUE0149
quest_150,150,Kay's Secret,Kay asks you to get a cup of Lunarian Coffee from Bith in Kenji's Beach if you want to hear more about his secret proposal.,,,0,0,81,LQUE0150
quest_151,151,Lunarian Coffee,The secret to the rich flavor and sumptuous fragrance of Lunarian Coffee is in the Doonga Claws. You've got to get 20 Doonga Claws so that you can get some Lunarian Coffee.,,,0,0,81,LQUE0151
quest_152,152,Lunarian Coffee,You've got to bring this Lunarian Coffee to Kay in 10 minutes before it gets cold. Hurry up!,,,60,0,81,LQUE0152
quest_153,153,Kay's Request,"From Kay's pitiable story, you learn that Master Stone Golems have the boxes containing Kay's goods. You need to retrieve 11 boxes from the Master Stone Golems for Kay.",,,0,0,81,LQUE0153
quest_154,154,Kay's Request,Kay asks you to find Med's whereabouts to uncover the secret of the Arumic researchers who withdrew from the Gorge of Silence.,,,0,0,81,LQUE0154
quest_155,155,Suspicious Researchers,"Med asks you to find the Mana Chargers that the researchers have hidden in the village. The message 'Wine Barrel,' was inscribed on one of the Chargers. Maybe you should investigate the Bar to find the next hidden Mana Charger.",,,0,0,81,LQUE0155
quest_156,156,Monsters in the Desert,"According to Med, Worm Dragons have been chosen to store large amounts of Mana Energy for the Arumics. Fight with about 5 Worm Dragons and search their bodies for Mana Chargers. You can only succeed in this mission by forming a party.",,,0,0,81,LQUE0156
quest_157,157,Skin of Steel,"According to the message in the Charger, you must now fight Grandmaster Golems. Fight with about 5 Grandmaster Golems and look for Mana Chargers in their dead bodies. You can only complete this task by forming a party.",,,0,0,81,LQUE0157
quest_158,158,Leaders in the Abyss,It is said that Hebarn's Red Hearts are sealed in the leaders of the Goblins. Go to the Goblin Cave and fight these high ranked Goblins in order to get at least 3 Red Hearts. You can only succeed by creating a party.,,,0,0,81,LQUE0158
quest_181,181,Haloween Event Quest,"samara asked you To bring her Materials ,For Good Reward . She Needs Ghost Oil , Pumpkin head , Candy bag Be fast Before that someone else take it from her",,,0,0,81,LQUE0501
quest_801,801,Junon Planet Identification,"You can get a job after reaching character Level 10. Bring your identification papers to Warren in Zant, and he will give you more information. ",,,0,0,78,LQUE0801
quest_802,802,Secretly Learning to Drive,"You asked Mildun to teach you the Drive Cart skill, but he has directed you to Mairard. You should go and meet Mairard as soon as you can.",,,0,0,81,LQUE0802
quest_803,803,Secretly Learning to Drive,"Mairard has taught you the history of the Cart. Now, you should ask Luce in Kenji's Beach to teach you about Cart functions.",,,0,0,81,LQUE0803
quest_804,804,Secretly Learning to Drive,Luce has explained everything about Cart functions to you. Now you can go back to Junon Polis to ask Mildun to teach you the Drive Cart skill.,,,0,0,81,LQUE0804
quest_805,805,Secretly Learning to Drive,"Mildun wants you to hide any documents revealing his involvement in teaching you the Drive Cart skill in the Goblin Cave. Once you've hidden the evidence, return to Mildun. ",,,0,0,81,LQUE0805
quest_851,851,Solider Job Change Quest,Warren says you cannot become a Soldier unless you receive a recommendation. You should talk to Leonard in Zant in order to obtain one.,,,0,0,78,LQUE0851
quest_852,852,Solider Job Change Quest,Leonard wants you to collect 10 HoneyBee Stingers as part of his test to prove you're worthy of becoming a Soldier.,,,0,0,78,LQUE0852
quest_853,853,Solider Job Change Quest,Leonard now wants you to fight Elder Pumpkins and bring him 3 Pumpkin Seeds.,,,0,0,78,LQUE0853
quest_854,854,Solider Job Change Quest,"At last, Leonard has written a recommendation letter for you. With this, Warren will trust you enough to be a Soldier.",,,0,0,78,LQUE0854
quest_855,855,Living as a True Soldier,"For the sake of becoming a true Soldier, Raffle has suggested that you complete 3 training exercises. First, you need to defeat 40 Beetles.",,,0,0,78,LQUE0855
quest_856,856,Living as a True Soldier,"For the second exercise, you must defeat 15 Dalpings and 15 Ranger Dalpings.",,,0,0,78,LQUE0856
quest_857,857,Living as a True Soldier,Your final exercise is to fight Queen Bibis and bring 4 Queen Bibi's Staffs to Raffle.,,,0,0,78,LQUE0857
quest_858,858,Hovert's Mementos,"Crune has related the legend of Hovert, the greatest Soldier who ever lived. It seems he left behind some mementos around Anima Lake after he passed away.",,,0,0,78,LQUE0858
quest_859,859,Hovert's Mementos,"After giving Hovert's mementos to Pein, he asked you to fulfill his grandfather's last request. Go and defeat 3 Aqua Captains!",,,0,0,78,LQUE0859
quest_860,860,Hovert's Mementos,Pein was very pleased that you completed Hovert's final mission. He told you to visit Crune to receive a reward.,,,0,0,78,LQUE0860
quest_901,901,Muse Job Change Quest,Warren said that he'd recognize you as a Muse if you had a simple potion created for him. Let’s make one with Tryteh's help.,,,0,0,78,LQUE0901
quest_902,902,Muse Job Change Quest,"Tryteh told you about a recipe for creating a simple sleeping potion. First, bring 20 Flanae Seeds to Tryteh.",,,0,0,78,LQUE0902
quest_903,903,Muse Job Change Quest,"After receiving the Flanae Seeds, Tryteh has asked you to bring 5 Pumpkin Seeds. Fight Big Pumpkins to find some Pumpkin Seeds.",,,0,0,78,LQUE0903
quest_904,904,Muse Job Change Quest,"Tryteh made a potion for you called the 'Nectar of Deep Sleep.' With this, Warren should allow you to become a Muse.",,,0,0,78,LQUE0904
quest_905,905,Solitary Orias,Keenu asked if you could help Orias who is having trouble combating the strange forces in the El Verloon Desert.,,,0,0,78,LQUE0905
quest_906,906,Solitary Orias,"Orias said that he needs Stones of Nature to fight this strange force. Bring Orias 5 Stones of Nature from each of the following elements: Fire, Water and Earth. Fight Dalpings and Ranger Dalpings to find these Stones of Nature.",,,0,0,78,LQUE0906
quest_907,907,Solitary Orias,"Orias is very grateful for your help, but has nothing to give you in the middle of the desert. He's asked you to go to Keenu for your reward.",,,0,0,78,LQUE0907
quest_908,908,An Appropriate Compromise,"Lisa asked you if you can help settle a dispute between Francis and Shroon. First, you should meet Shroon at the temple near Lake Anima.",,,0,0,78,LQUE0908
quest_909,909,An Appropriate Compromise,"Shroon said that he'd never give up Anima Lake. You have to talk to Francis, the head of the Junon Order in Zant.",,,0,0,78,LQUE0909
quest_910,910,An Appropriate Compromise,Francis has accepted the Ikaness' suggestion and will delay the temple construction for 3 years to find and build a new place for the Ikaness to live. You should tell Shroon about this.,,,0,0,78,LQUE0910
quest_911,911,An Appropriate Compromise,"Shroon has agreed with Francis' suggestion. To help prepare this new place for the Ikaness, you must kill 20 Porkies and 5 Porkie Hooligans.",,,0,0,78,LQUE0911
quest_912,912,An Appropriate Compromise,"Shroon was very pleased to have this new place and is willing to leave Anima Lake for good. Now, you should go back to Francis and let him know of this.",,,0,0,78,LQUE0912
quest_951,951,Hawker Job Change Quest,"Reasoning that speed is essential for Hawkers, Warren has asked you to bring him a Tarren Earring from Shannon. You better head straight to the Tower of Luxem Valley.",,,0,0,78,LQUE0951
quest_952,952,Hawker Job Change Quest,"Before Shannon will give you to Tarren Earring, you must bring twenty 20 Crystal Dew. Hunt Mother Choropy, Spotted Choropy, and Jelly King to get Crystal Dew.",,,0,0,78,LQUE0952
quest_953,953,Hawker Job Change Quest,You traded 20 Crystal Dew for the Tarren Earring. Now you should return to Warren who is waiting for you. ,,,0,0,78,LQUE0953
quest_954,954,Why Did Toddy Steal the Jewels?,"Last night, Mina’s jewel shop was robbed. Toddy, the suspect, is said to have run away to the Breezy Hills. It's not too late to try to find him!",,,0,0,78,LQUE0954
quest_955,955,Why Did Toddy Steal the Jewels?,That little boy Mile said that Toddy threw the jewels into the fields. Find 10 of Mina's Rubies. It's likely that the Dalpings have picked them up…,,,0,0,78,LQUE0955
quest_956,956,Why Did Toddy Steal the Jewels?,Mina said that his Crystal Necklaces haven't been found yet. Find 7 Crystal Necklaces which were probably picked up by Beetle Fighters.,,,0,0,78,LQUE0956
quest_957,957,The Essence of Speed,"Reasoning that speed is essential for Hawkers, Carrion wants to test your quickness with a special hunting challenge. He'll give you a reward if you defeat 10 Aqua Captains in 10 minutes.",,,60,0,78,LQUE0957
quest_958,958,The Essence of Speed,Carrion is a little disappointed but he'll give you another chance. Go and defeat 10 Aqua Captains in 15 minutes.,,,90,0,78,LQUE0958
quest_959,959,The Essence of Speed,"Carrion will give you one last chance. You have 30 minutes to defeat 10 Aqua Captains. Remember, Carrion isn't going to give you any more chances!",,,180,0,78,LQUE0959
quest_1001,1001,Dealer Job Change Quest,Warren suggested that you meet Crow to learn about the basics of trading.,,,0,0,78,LQUE1001
quest_1002,1002,Dealer Job Change Quest,"Crow asked you to bring him Fleece and Small Metal Boards, since their market prices have risen. For this, you need to meet Lampa in Zant Village, and Seyon in the Adventurer's Plains.",,,0,0,78,LQUE1002
quest_1003,1003,Dealer Job Change Quest,Crow asked you to bring him 15 HoneyBee Stingers. HoneyBee Stingers can found from hunting Needle HoneyBees.,,,0,0,78,LQUE1003
quest_1004,1004,Dealer Job Change Quest,"Crow appreciates your work for getting him the materials, saying that he can sell them at a good price. He has written a recommendation that you can take to Warren to become a Dealer.",,,0,0,78,LQUE1004
quest_1005,1005,An Eye for the Marketplace,"Ulysses said that Beetle Shells are selling for a good price lately. If you bring him 15 Beetle Shells from Beetle Fighters, he'll buy them from you for a good price.",,,0,0,78,LQUE1005
quest_1006,1006,An Eye for the Marketplace,"Ulysses said that the Beetle Shell price has dropped. Instead, he's offering to give you Cobra Leather that you can sell in the Breezy Hills.",,,0,0,78,LQUE1006
quest_1007,1007,An Eye for the Marketplace,"Mairard was very pleased with the Cobra Leather you've given him. Now, if you bring him some Dalping Eggs, he will give you a good weapon.",,,0,0,78,LQUE1007
quest_1008,1008,The Humble Smith,Crow told you that he can make you an Iron Rifle if you bring him 10 Aqua Molars. You can get Aqua Molars from Aqua Rangers and Aqua Hunters.,,,0,0,78,LQUE1008
quest_1049,1049,Second Job Change Quest,"Darren, the mayor of Junon Polis, will test your abilities before you can change to the Second Job. First, you have to defeat 3 Guardian Trees and 3 Grunter Kings.",,,0,0,78,LQUE1049
quest_1050,1050,Second Job Change Quest,"For Darren's second test, you must defeat 3 Junon's KingKongs and 3 Krawfy Kings.",,,0,0,78,LQUE1050
quest_1051,1051,Road to Second Job Change,"Before giving you the Second Job, Darren wants you to meet and help Crune, a Weapon Merchant in Junon.",,,0,0,78,LQUE1051
quest_1052,1052,Road to Second Job Change,"Before giving you the Second Job, Darren wants you to meet and help Lisa, a Designer in Junon.",,,0,0,78,LQUE1052
quest_1053,1053,Road to Second Job Change,"Before giving you the Second Job, Darren wants you to meet and help Saki, an Armor Merchant in Junon.",,,0,0,78,LQUE1053
quest_1054,1054,Road to Second Job Change,"Before giving you the Second Job, Darren wants you to meet and help Mildun, a Ferrell Guild Merchant in Junon.",,,0,0,78,LQUE1054
quest_1055,1055,Lucid: King of Legend (Second Job Change),"The world is beginning to forget the legend of King Lucid, one of the Seven Knights. To revive his memory in the hearts of the people, you must find Lucid's Crown. ",,,0,0,78,LQUE1055
quest_1056,1056,Lucid: King of Legend (Second Job Change),There's a story about Lucid where his sword was shattered after he drove it in the ground to signify the reunion of the Seven Knight,,,0,0,78,LQUE1056
quest_1057,1057,Lucid: King of Legend (Second Job Change),Leonard has told you that the Goblins stole the broken pieces of Lucid's sword after they were hidden in the Goblin Cave. Go into the 2nd level of the Goblin Cave and find all 5 Fragments of Lucid's Sword.,,,0,0,78,LQUE1057
quest_1058,1058,Lucid: King of Legend (Second Job Change),Leonard was greatly pleased that you found all the pieces of Lucid's Sword. Now you should go to Breezy Hills and ask Mairath to restore Lucid's Sword.,,,0,0,78,LQUE1058
quest_1059,1059,Lucid: King of Legend (Second Job Change),Mairath said that the magic in the Token of Friendship is necessary to restore Lucid's Sword. You might be able to find the Token of Friendship in the Gorge of Silence.,,,0,0,78,LQUE1059
quest_1060,1060,Lucid: King of Legend (Second Job Change),"Mairath has restored Lucid's Sword using the sword fragments and the Token of Friendship. Although the idea of keeping the sword is tempting, you should donate it to the Kingdom's Museum by speaking to Jones.",,,0,0,78,LQUE1060
quest_1061,1061,Lucid: King of Legend (Second Job Change),Jones has written a recommendation for you. Show it to Darren in Junon Polis so you that you will be able to change to the Second Job.,,,0,0,78,LQUE1061
quest_1062,1062,Namielle: Mother of All (Second Job Change),"During her adventures with the Seven Knights, Namielle invented many spells that were never passed down. However, the secrets to her legendary magic are supposedly hidden in the Old Priest ",,,0,0,78,LQUE1062
quest_1063,1063,Namielle: Mother of All (Second Job Change),"When a faction of the Seven Heroes was opposed to embarking on the Second Expedition, Namielle destroyed her own wedding ring with Lucid's Sword to illustrate her dedication and willingness to sacrifice. However, t",,,0,0,78,LQUE1063
quest_1064,1064,Namielle: Mother of All (Second Job Change),Mina is certain that Namielle's Wedding Ring still exists and suggested that you investigate the Goblin Warriors in the 2nd level of the Goblin Cave.,,,0,0,78,LQUE1064
quest_1065,1065,Namielle: Mother of All (Second Job Change),"In the interest of preventing the disparaging rumors about Namielle from gaining credibility, Mina has decided to safeguard Namielle's Wedding Ring. However, another cause for concern in regards to Namielle",,,0,0,78,LQUE1065
quest_1066,1066,Namielle: Mother of All (Second Job Change),"Lutis said that you might be able to find the Hairpins of Oblivious by hunting Stone Golems in the Gorge of Silence. When you find 5 Hairpins of Oblivious, return to Mina.",,,0,0,78,LQUE1066
quest_1067,1067,Namielle: Mother of All (Second Job Change),Mina has praised your heroic activities and suggested that you change to the Second Job. Mina has even written you a recommendation letter that you can show to Darren in Junon Polis for the job change.,,,0,0,78,LQUE1067
quest_1068,1068,Kirnale's Journals (Second Job Change),"When you inquired about the Second Job, Saki told you about Kirnale, the legendary explorer. Upon hearing of Kirnale's exploits, you wanted to see the long lost Port",,,0,0,78,LQUE1068
quest_1069,1069,Kirnale's Journals (Second Job Change),"After bringing Kirnale's relics to Saki, Saki suggested that these artifacts be placed in the care of Jones, the historian in Junon Polis. You should go and visit Jones and perhaps you'll get the chance to read some of Kirnale's Journals.",,,0,0,78,LQUE1069
quest_1070,1070,Kirnale's Journals (Second Job Change),Jones said that he finally lent Kirnale's Journals to a stubborn adventurer who managed to lose them in the Goblin Cave. Hurry and search the 2nd level of the Goblin Cave for Kirnale's Journals!,,,0,0,78,LQUE1070
quest_1071,1071,Kirnale's Journals (Second Job Change),"You found Kirnale's Journals and returned them to Jones, asking him not to lose them again. Jones then suggested that you visit Sharlin, the tavern owner in Zant, if you want to hear the story of Kirnale and Lillith.",,,0,0,78,LQUE1071
quest_1072,1072,Kirnale's Journals (Second Job Change),The story that Sharlin told you about Kirnale and Lillith was really romantic. She seemed really eager to see the Phoenix Writing Quill that Kirnale gave to Lillith. Search the Gorge of Silence to see if you can find it.,,,0,0,78,LQUE1072
quest_1073,1073,Kirnale's Journals (Second Job Change),"After giving her the Phoenix Writing Quill, Sharlin has written a recommendation for you. Take her recommendation letter to Darren, mayor of Junon Polis, so that you can change to the Second Job.",,,0,0,78,LQUE1073
quest_1074,1074,"Lillith, Woman of the Cosmos (Second Job Change)",Mildun has asked you to search for Lillith's Family Emblem in order to restore her honor. Investigate the Goblin Warriors in the Goblin Cave (B2) and find the Family Emblem to restore Lillith's legend.,,,0,0,78,LQUE1074
quest_1075,1075,"Lillith, Woman of the Cosmos (Second Job Change)","After giving Mildun the Family Emblem that belonged to Lillith, he told you the bittersweet story of Lillith's love for Kirnale. Visit Hotch in Kenji's Beach to see if he'll let you read one of the love letters Lillith sent to Kirnale.",,,0,0,78,LQUE1075
quest_1076,1076,"Lillith, Woman of the Cosmos (Second Job Change)",Hotch has told you that the Krawfies stole the love letters written by Lillith that he has collected. You've got to recover 5 Bottled Love Letters from Krawfy Kings.,,,0,0,78,LQUE1076
quest_1077,1077,"Lillith, Woman of the Cosmos (Second Job Change)","After retrieving the love letters, Hotch has told you to bring them to Jones, the historian in Junon Polis, so that he can take good care of these historical relics.",,,0,0,78,LQUE1077
quest_1078,1078,"Lillith, Woman of the Cosmos (Second Job Change)",Jones expressed regret that Lillith's love story is more famous that her contributions to the Akram Kingdom. He suggested that you find Lillith's Scales in order to raise recognition of Li,,,0,0,78,LQUE1078
quest_1079,1079,"Lillith, Woman of the Cosmos (Second Job Change)","Jones praised your efforts, and believed it was a good time for you to be promoted. He's written a recommendation letter that you can take to Darren in Junon Polis so that you can change to the Second Job.",,,0,0,78,LQUE1079
quest_1100,1100,Mysterious Quest,You discovered a man called Osiris and a big artifact in Junon Fields. He has lost his memory and can't tell you why he is there. He needs some food. Speak to Reene at Junon Fields.,,,0,0,81,LQUE1100
quest_1101,1101,Mysterious Quest,Reene is out of fish. Go to Anima Lake and hunt 10 fish from Aqua Guard.,,,0,0,81,LQUE1101
quest_1102,1102,Mysterious Quest,You brought 10 Fish to Reene. Now go back to Osiris and give him the Fish.,,,0,0,81,LQUE1102
quest_1103,1103,Mysterious Quest,You gave the fish to Osiris but he still can't remember anything. He gave you his brooch to show to a minister. Nearest minister is Mairard at Junon Fields.,,,0,0,81,LQUE1103
quest_1104,1104,Mysterious Quest,"Mairard recommended that you speak to Jones, a historian of Junon. He can be found investigating the pyramid at El Verloon Desert.",,,0,0,81,LQUE1104
quest_1105,1105,Mysterious Quest,Jones told you to visit the Wisdom Tree at Forest of Wisdom to see if he can tell you more.,,,0,0,81,LQUE1105
quest_1106,1106,Mysterious Quest,The Wisdom Tree's guardian Fandral told you about the Royal Family of Oro and the truth about Osiris. Time to go back to Osiris at Junon Fields and tell him what you've learnt.,,,0,0,81,LQUE1106
quest_1107,1107,Mysterious Quest,Osiris told you about the ritual of his family. You must go to the Ancient Pyramid at El Verloon Desert and find one of the Ancient Guardians.,,,0,0,81,LQUE1107
quest_1108,1108,Mysterious Quest,The guardian told you to find the Salamander Flame within the Pyramid and place the Royal Sword through it and then bring back the Firelord's choker.,,,0,0,81,LQUE1108
quest_1109,1109,Mysterious Quest,You must search the beaches and land around the stone statues at Kenji Beach for a Tablet left by the ancients.,,,0,0,81,LQUE1109
quest_1110,1110,Mysterious Quest,You discovered a tablet near the beach. You must now show this to Osiris at Junon Fields.,,,0,0,81,LQUE1110
quest_1111,1111,Mysterious Quest,Osiris has asked you to travel to Oro and help him further there. Take these flight blueprints to Ruven at Junon Polis and he will be able to take you to Oro.,,,0,0,81,LQUE1111
quest_1189,1189,Pawn Players Hell Yeah! (Level 180 - 200),Kill all the players you see!,,,0,0,79,LQUE1189
quest_1190,1190,Pawn Players Hell Yeah! (Level 125 - 130),Kill all the players you see!,,,0,0,79,LQUE1190
quest_1191,1191,Team Junon (TW Event),"Your objective is to protect your crystals and kill all the crystals of your opponent, after killing the 3 crystals the main crystal will spawn at the center of the map you need to destroy the last crystal in order to win",,,0,0,79,LQUE1191
quest_1192,1192,Team Eldeon (TW Event),"Your objective is to protect your crystals and kill all the crystals of your opponent, after killing the 3 crystals the main crystal will spawn at the center of the map you need to destroy the last crystal in order to win",,,0,0,79,LQUE1192
quest_1200,1200,Junon Clanfield Challenge,Your task is to travel to Junon Clanfield and kill each of the 5 Guardians then report back to the battleground.,,,0,0,79,LQUE1200
quest_1201,1201,Astarot King Hunt,Go to Luna Clanfield and slay the Astarot King.,,,0,0,79,LQUE1201
quest_1202,1202,Fallen Visitors,You must hunt 100 of the Fallen Visitors then report back to a Battleground Staff Member.,,,0,0,79,LQUE1202
