Name,Id,IconIdx,Subtype,Quality,BasePrice,PriceRate,FieldItemId,Weight,NeedAbility,NeedValue,AddAbility,AddValue,StatusId,StatusType,StatusPerSec,UseEffect,UseSound,CooldownType,CooldownSec,ScriptIdx,TypeName,StlKey,DisplayName,Description
pat_12,12,2298,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT307,Sporty WB Frame,The white and blue version of the popular Cart Frame designed by Anthony Motors.
pat_13,13,2299,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT308,Sporty BR Frame,The black and red version of the popular Cart Frame designed by Anthony Motors.
pat_14,14,2277,511,38,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT309,Blue Steel Frame,A frame with improved durability with the addition of iron plates.
pat_15,15,2275,511,38,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT310,Green Steel Frame,A frame with improved durability with the addition of iron plates.
pat_17,17,2275,511,38,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT310,Green Steel Frame,A frame with improved durability with the addition of iron plates.
pat_21,21,2238,511,30,197000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT021,P.I.G. Frame,"A rotund, portly frame that is blessed with pig's luck."
pat_31,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_32,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_50,50,2279,511,40,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT050,Viper WR Frame,A frame that demonstrates further advances in frame durability.
pat_51,51,2280,511,40,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT051,Viper WB Frame,A frame that demonstrates further advances in frame durability.
pat_52,52,2281,511,38,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT451,Chaser Engine,A high grade engine designed for the Meister Cart Frame.
pat_53,53,2208,521,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT451,Chaser Engine,A high grade engine designed for the Meister Cart Frame.
pat_54,54,2229,531,81,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT055,Metal Wheels,Wheels reinforced with metal.
pat_55,55,2228,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT054,Viper Wheels,"An upgraded Metal Wheels, reinforced with rubber which provide better traction."
pat_56,56,2267,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT056,WR Steel Backseat,A backseat made of steel with a downy cushion. It's actually quite comfortable.
pat_57,57,2265,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT057,Blue Steel Backseat,A backseat made of steel with a downy cushion. It's actually quite comfortable.
pat_58,58,2264,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT058,Black Steel Backseat,A backseat made of steel with a downy cushion. It's actually quite comfortable.
pat_59,59,2211,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT059,Grey Speed Wing,Aerodynamic Cart accessory that cuts through the wind at high speeds.
pat_60,60,2213,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT060,Blue Speed Wing,Aerodynamic Cart accessory that cuts through the wind at high speeds.
pat_61,61,2212,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT061,Black Speed Wing,Aerodynamic Cart accessory that cuts through the wind at high speeds.
pat_62,62,2282,511,38,15000000,10,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT062,Pink Steel Frame,A steel frame decorated in pink.
pat_63,63,2283,511,38,15000000,10,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT063,Leopard Steel Frame,A steel frame decorated to look like a Leopard.
pat_64,64,2284,511,46,15000000,10,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT064,Chocolate Sporty,A frame especially made for Valentine's Day.
pat_65,65,2267,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT065,Red Steel Backseat,A backseat made of steel with a downy cushion. It's actually quite comfortable.
pat_66,66,2266,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT066,Pink Steel Backseat,A backseat made of steel with a downy cushion. It's actually quite comfortable.
pat_67,67,2214,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT067,Pink Speed Wing,Aerodynamic Cart accessory that cuts through the wind at high speeds.
pat_68,68,2285,511,38,15000000,10,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT068,Steel SD Frame,A steel frame covered in small dots.
pat_69,69,2251,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT600,Wooden Backseat,A simple backseat made of wood that might make your backside sore if you sit in it for too long.
pat_70,70,2252,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT601,Steel Backseat,A backseat made of steel with a downy cushion. It's actually quite comfortable.
pat_81,81,2165,511,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT081,Photon Body,
pat_82,82,2204,521,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT682,,
pat_83,83,2249,531,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT683,,
pat_85,85,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_86,86,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_87,87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_88,88,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_89,89,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_90,90,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_91,91,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_92,92,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_93,93,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_101,101,2204,521,30,116100,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT101,First Engine,The very first engine designed for Cart use.
pat_102,102,2205,521,34,151200,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT102,Second Engine,An improvement of the First Engine that provides more power.
pat_103,103,2206,521,38,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT103,Dural Engine,An engine built to emphasize structure and durability.
pat_104,104,2203,521,42,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT104,Chase Engine,An engine that emphasizes speed output.
pat_105,105,2202,521,46,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT105,Tricky Engine,An engine that emphasizes performance rather than speed.
pat_106,106,2207,521,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT106,Jet Engine,The greatest engine of this era.
pat_121,121,2239,521,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT121,P.I.G. Engine,An specially made P.I.G. Cart engine that seems to generate good fortune.
pat_131,131,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_132,132,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_133,133,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_135,135,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT135,Plus Frame,
pat_136,136,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT136,Plus Frame,
pat_137,137,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT137,Police Frame,
pat_138,138,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT138,Red Cute Frame,
pat_139,139,6088,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT139,Brown Meister Frame,
pat_140,140,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT140,GT Frame,
pat_141,141,2507,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT141,Dog Frame,
pat_142,142,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT142,Lovely Frame Brown,
pat_143,143,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT143,Red White Heart Frame,
pat_144,144,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT144,GT Black Stripe Frame,
pat_145,145,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT145,GT Black Frame,
pat_146,146,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT146,GT Pink Stripe Frame,
pat_147,147,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT147,GT Black Checkered Frame,
pat_148,148,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT148,GT Blue Checkered Frame,
pat_149,149,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT149,GT Red Checkered Frame,
pat_150,150,2373,511,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT150,Aero Body,A Aero Bike Made from ORO
pat_151,151,2373,102,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Wheel,LPAT151,Aero Engine,A Aero Bike Made from ORO
pat_152,152,2373,531,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT152,Aero Wheel,A Aero Bike Made from ORO
pat_153,153,2373,511,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT153,Chaos Body,A Chaos Bike Made from ORO
pat_154,154,2373,102,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Wheel,LPAT154,Chaos Engine,A Chaos Bike Made from ORO
pat_155,155,2373,531,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT155,Chaos Wheel,A Chaos Bike Made from ORO
pat_159,159,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT185,GT Blue Frame,
pat_160,160,2373,100,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT150,Aero Body,A Aero Bike Made from ORO
pat_161,161,2373,100,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT153,Chaos Body,A Chaos Bike Made from ORO
pat_165,165,2373,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT165,Brown GT Spoiler,
pat_166,166,2373,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT166,Red Plain GT Spoiler,
pat_167,167,2373,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT167,Red w/ Logo GT Spoiler,
pat_168,168,2373,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT168,Blue w/ Logo GT Spoiler,
pat_169,169,2373,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT169,Yellow GT Spoiler,
pat_170,170,2373,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT170,White GT Spoiler,
pat_171,171,2373,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT171,Black w/ Logo GT Spoiler,
pat_172,172,6087,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT172,Evo GT Spoiler,
pat_173,173,2373,531,46,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT173,GT Wheels,
pat_174,174,6086,531,46,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT174,Evo GT Wheels,
pat_175,175,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT175,GT Red Frame,
pat_176,176,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT176,GT White Red Frame,
pat_177,177,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT177,GT White Blue Frame,
pat_178,178,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT178,GT Yellow Frame,
pat_179,179,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT179,GT Black Frame,
pat_180,180,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT180,GT Frame,
pat_181,181,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT181,GT Frame,
pat_182,182,6084,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT182,Evo GT Frame,
pat_183,183,2373,521,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT183,GT Engine,
pat_184,184,6085,521,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT184,Evo GT Engine,
pat_185,185,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT185,GT Blue Frame,
pat_201,201,2230,531,30,112000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT201,Wooden Wheels,Wooden wheels that offer poor durability.
pat_202,202,2231,531,34,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT202,Carbon Wheels,Wooden wheels reinforced with carbon.
pat_203,203,2232,531,38,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT203,Rapid Wheels,Wheels that enable faster driving with rubber tires which provide better traction.
pat_204,204,2233,531,42,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT204,Steel Wheels   ,Steel reinforced wheels.   
pat_205,205,2233,531,46,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT302,Tomahawk Wheels   ,Tomahawk wheels reinforced with steel.
pat_206,206,2233,531,46,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT206,Dog Wheels,Dog Wheels
pat_221,221,2240,531,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT221,P.I.G. Wheels,Incredibly constructed P.I.G. Wheels endowed with the speed of the pig.
pat_231,231,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_232,232,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_240,240,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_241,241,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_242,242,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_261,261,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT261,Black & Blue Stinger Body,An expensive cart model designed by Mello.
pat_262,262,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT262,Black & Green Stinger Body,An expensive cart model designed by Mello.
pat_263,263,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT263,Black & Pink Stinger Body,An expensive cart model designed by Mello.
pat_264,264,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT264,Blue & White Stinger Body,An expensive cart model designed by Mello.
pat_265,265,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT265,Orange & Black Stinger Body,An expensive cart model designed by Mello.
pat_266,266,2373,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT266,Pink & White Stinger Body,An expensive cart model designed by Mello.
pat_267,267,2373,521,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT267,Stinger Engine,An expensive cart model designed by Mello.
pat_268,268,2373,531,46,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT268,Black & Blue Stinger Wheels,An expensive cart model designed by Mello.
pat_269,269,2373,531,46,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT269,Black & Green Stinger Wheels,An expensive cart model designed by Mello.
pat_270,270,2373,531,46,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT270,Black & Pink Stinger Wheels,An expensive cart model designed by Mello.
pat_271,271,2373,531,46,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT271,Blue & White Stinger Wheels,An expensive cart model designed by Mello.
pat_272,272,2373,531,46,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT272,Orange & Black Stinger Wheels,An expensive cart model designed by Mello.
pat_273,273,2373,531,46,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT273,Pink & White Stinger Wheels,An expensive cart model designed by Mello.
pat_274,274,2373,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT274,Black & Blue Stinger Spoiler,An expensive cart model designed by Mello.
pat_275,275,2373,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT275,Black & Green Stinger Spoiler,An expensive cart model designed by Mello.
pat_276,276,2373,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT276,Black & Pink Stinger Spoiler,An expensive cart model designed by Mello.
pat_277,277,2373,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT277,Blue & White Stinger Spoiler,An expensive cart model designed by Mello.
pat_278,278,2373,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT278,Orange & Black Stinger Spoiler,An expensive cart model designed by Mello.
pat_279,279,2373,551,50,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT279,Pink & White Stinger Spoiler,An expensive cart model designed by Mello.
pat_281,281,6127,512,37,15000000,0,246,20,0,0,0,0,0,0,0,0,0,0,0,0,Castle gear Body,LPAT281,Eagle Body,Eagle
pat_286,286,6128,522,34,5000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Castle gear Engine,LPAT286,Eagle Spirit,Eagle Spirit
pat_291,291,6130,532,34,5000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Castle gear Leg,LPAT291,Eagle Wings,Eagle Wings
pat_296,296,6129,552,40,5000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Castle gear Weapon,LPAT296,Eagle Talons,Eagle Talons
pat_311,311,2249,551,55,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT311,Battle Machine Gun,An exclusive Cart weapon that rapidly fires bullets.
pat_312,312,2250,551,60,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT312,Battle Launcher,An exclusive Cart weapon that provides the advantage of long distance attack.
pat_321,321,2241,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT321,P.I.G Balloon,"P.I.G. Cart accessory that might bring good luck. If it doesn't, then at least it looks cute."
pat_331,331,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_332,332,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_333,333,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_334,334,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_335,335,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_345,345,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_350,350,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_351,351,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_352,352,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_353,353,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_354,354,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_355,355,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_356,356,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_360,360,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_361,361,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_362,362,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_363,363,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_364,364,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_365,365,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_366,366,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_370,370,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_371,371,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_372,372,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_373,373,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_374,374,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_375,375,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_376,376,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_380,380,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_381,381,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_382,382,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_383,383,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_384,384,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_385,385,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_386,386,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_387,387,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_388,388,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_389,389,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_390,390,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_391,391,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_392,392,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_393,393,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_394,394,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_395,395,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
